자바, 91, 177
바자, 78, 174
마아, 90, 186
파카, 64, 193
라자, 98, 177
차아, 82, 141
카타, 51, 184
차마, 47, 164
바카, 70, 183
가카, 92, 142
하바, 79, 160
하사, 87, 166
타아, 70, 175
다다, 65, 164
카차, 95, 141
자하, 53, 174
하바, 54, 179
라마, 85, 162
타카, 44, 199
나타, 70, 187
다자, 42, 150
사마, 48, 187
가마, 96, 190
가하, 52, 150
다라, 69, 172
사아, 93, 154
라다, 45, 169
사바, 44, 199
사바, 93, 159
가마, 56, 141
바나, 82, 173
사나, 76, 143
가바, 40, 149
타사, 71, 153
다사, 54, 178
자타, 83, 160
가마, 68, 164
파마, 50, 197
바바, 79, 146
카사, 53, 191
마바, 52, 163
차파, 58, 169
나자, 91, 194
카바, 97, 182
자차, 72, 193
자바, 62, 190
타타, 84, 191
파차, 86, 150
파자, 59, 142
타다, 70, 151
다마, 64, 181
타다, 93, 169
카파, 45, 189
가카, 48, 161
차타, 46, 176
파가, 93, 157
하하, 54, 189
다다, 73, 166
다나, 80, 162
아사, 87, 184
다사, 46, 176
파나, 54, 177
타타, 70, 156
다파, 64, 157
마타, 68, 167
다사, 69, 168
차하, 91, 186
타카, 81, 164
바아, 53, 164
자나, 69, 186
파아, 79, 163
바파, 96, 199
아카, 41, 194
바마, 41, 185
하아, 62, 165
하라, 85, 159
하나, 54, 194
사차, 57, 174
아자, 41, 197
사차, 69, 140
나자, 76, 183
파바, 60, 145
다나, 62, 182
가차, 45, 150
자가, 96, 192
카사, 41, 162
타파, 47, 163
카하, 41, 144
마라, 60, 161
파하, 98, 170
타사, 97, 189
파사, 54, 146
라하, 87, 171
아타, 69, 166
나다, 83, 149
사하, 72, 143
사가, 75, 141
하사, 97, 165
타타, 75, 172
나타, 61, 176
바라, 45, 190
라가, 47, 142
다하, 44, 178
아바, 81, 171
타바, 87, 195
하사, 55, 160
아사, 89, 147
차자, 68, 190
하나, 61, 180
차가, 71, 143
차사, 97, 144
카마, 66, 184
다다, 97, 170
마사, 83, 195
차라, 53, 158
아라, 62, 151
나마, 72, 173
타타, 54, 147
가자, 51, 175
마카, 53, 183
가하, 64, 156
다바, 55, 143
차나, 95, 182
타가, 93, 197
파자, 47, 158
라자, 47, 187
다하, 76, 196
바하, 94, 152
아아, 92, 156
차가, 57, 198
다다, 81, 153
파자, 98, 162
카아, 98, 172
바자, 88, 177
파마, 84, 182
사카, 93, 191
가바, 73, 175
마타, 41, 150
자타, 72, 197
카가, 40, 198
아다, 79, 143
아타, 93, 153
마하, 43, 154
가라, 65, 185
다아, 43, 175
다아, 55, 189
사타, 54, 147
나하, 52, 181
나차, 43, 179
바가, 77, 143
가사, 75, 169
마마, 75, 177
마카, 72, 166
하가, 80, 165
사차, 45, 162
카타, 71, 144
아마, 94, 177
다바, 58, 154
카차, 51, 186
사타, 76, 187
아차, 91, 191
가차, 46, 188
마가, 77, 177
마파, 79, 164
하나, 76, 185
타나, 49, 197
마아, 65, 169
바라, 99, 183
사카, 53, 184
타나, 76, 177
아마, 48, 173
자파, 50, 172
다다, 50, 151
아파, 58, 174
파라, 73, 182
아카, 82, 191
나카, 69, 166
하카, 65, 149
파차, 83, 152
가다, 85, 150
마라, 46, 151
나가, 44, 168
카사, 89, 194
자나, 78, 176
사하, 74, 194
카아, 65, 178
바파, 69, 150
가하, 68, 187
나하, 85, 157
가차, 77, 186
하마, 44, 185
사바, 98, 155
아차, 51, 196
아차, 47, 153
사사, 93, 154
카타, 75, 174
다카, 85, 145
다사, 42, 154
나다, 77, 168
가카, 49, 151
마하, 72, 169
차타, 92, 162
자바, 74, 166
바타, 73, 178
자마, 74, 185
마나, 50, 194
자사, 76, 181
카바, 59, 160
사사, 79, 178
사자, 97, 195
파다, 61, 179
차다, 66, 145
카나, 59, 148
마아, 69, 154
파타, 47, 143
타차, 80, 153
다나, 72, 177
카바, 77, 160
파가, 70, 171
다가, 56, 151
다아, 68, 168
아바, 52, 169
자파, 97, 143
카사, 95, 189
바가, 73, 150
마마, 67, 161
차사, 78, 151
타타, 73, 192
바마, 95, 172
자다, 95, 144
마나, 91, 158
아차, 51, 175
다타, 82, 185
바카, 63, 185
라아, 87, 190
바나, 90, 183
타차, 72, 189
차타, 95, 191
라다, 63, 170
자가, 60, 163
라바, 95, 143
바다, 72, 170
라나, 45, 146
바자, 75, 188
마가, 80, 194
바사, 90, 140
아카, 78, 142
나사, 79, 168
라카, 70, 189
마하, 47, 160
자다, 88, 151
차자, 65, 158
파카, 61, 187
하파, 53, 179
파카, 74, 157
다사, 60, 182
사아, 78, 161
가자, 56, 190
카마, 62, 193
타라, 89, 143
가하, 97, 168
카파, 55, 148
타카, 89, 187
차파, 52, 157
하나, 96, 191
타바, 76, 179
가파, 99, 168
차타, 94, 199
하사, 50, 192
차가, 79, 183
카아, 57, 195
바다, 81, 168
다자, 72, 172
라차, 67, 177
다가, 86, 197
카바, 65, 190
카카, 45, 150
나나, 42, 195
카바, 73, 177
카하, 86, 165
라카, 66, 192
카가, 60, 143
사파, 57, 195
바나, 95, 173
자파, 72, 178
파타, 83, 188
사자, 47, 193
라타, 86, 177
하파, 53, 153
자아, 83, 140
아하, 52, 156
차카, 79, 194
차마, 61, 161
차차, 45, 162
라파, 89, 144
자자, 81, 198
타하, 48, 166
사타, 65, 167
자자, 83, 183
타다, 65, 163
사자, 60, 189
다파, 58, 196
타나, 79, 151
나하, 66, 164
자마, 57, 161
카바, 55, 193
사나, 48, 154
카타, 59, 170
아가, 87, 163
타라, 97, 179
파나, 69, 180
아타, 54, 177
카가, 42, 155
차나, 60, 164
아파, 48, 184
타카, 50, 172
아바, 97, 156
아바, 89, 188
아가, 96, 187
나아, 73, 143
차라, 98, 156
타차, 65, 150
다나, 77, 173
카파, 89, 188
마가, 45, 186
사나, 45, 192
라나, 77, 166
마바, 60, 150
카카, 70, 174
하하, 74, 183
타타, 54, 192
파카, 89, 190
바마, 87, 170
바하, 96, 171
하아, 65, 195
사차, 45, 168
가마, 42, 184
카자, 64, 163
가하, 99, 145
가하, 91, 172
사타, 55, 169
카다, 40, 185
차카, 87, 181
타파, 43, 172
파마, 74, 195
가자, 57, 159
차차, 46, 181
바자, 59, 168
사나, 40, 156
마자, 93, 163
바나, 59, 153
차바, 52, 156
다나, 99, 148
카다, 71, 163
라아, 65, 173
바파, 86, 176
라다, 96, 174
차하, 50, 152
타아, 47, 168
마자, 80, 167
카사, 91, 193
차파, 88, 172
가자, 69, 174
아차, 78, 184
바하, 88, 196
아타, 56, 149
라자, 67, 171
사타, 65, 149
카하, 69, 150
카라, 64, 186
다차, 96, 178
라카, 94, 173
가사, 66, 186
카다, 99, 190
라아, 48, 171
타아, 49, 182
차아, 70, 153
타아, 53, 169
아사, 48, 147
마가, 77, 186
바카, 67, 147
카카, 90, 150
다가, 46, 150
자다, 59, 173
파사, 68, 149
바파, 40, 145
자타, 55, 192
하다, 42, 192
자하, 99, 185
아카, 59, 196
아파, 51, 161
카바, 68, 182
라파, 72, 168
카사, 79, 194
타바, 69, 154
바가, 94, 199
마차, 45, 144
사차, 88, 167
자나, 77, 181
파타, 79, 158
다카, 69, 154
라다, 69, 195
카가, 86, 155
가가, 51, 143
타라, 84, 158
마마, 61, 147
타카, 50, 140
바자, 92, 174
파라, 56, 154
가나, 75, 143
사파, 66, 143
바하, 51, 147
하바, 53, 156
타카, 66, 143
파하, 64, 156
타카, 88, 197
사마, 84, 152
나아, 57, 151
카하, 87, 147
바하, 87, 173
자바, 51, 155
하다, 47, 184
하나, 93, 143
하자, 44, 143
가바, 94, 176
마바, 71, 160
다하, 49, 164
자라, 81, 179
사다, 97, 192
자카, 94, 152
카자, 73, 143
차타, 77, 158
마가, 70, 190
사자, 94, 168
자다, 65, 151
다하, 96, 147
가바, 50, 193
라타, 42, 142
바아, 41, 168
다자, 41, 161
타아, 73, 164
사아, 85, 144
아다, 63, 189
카차, 98, 146
라가, 71, 180
마사, 87, 184
가파, 79, 165
하마, 91, 154
나하, 57, 183
아다, 60, 199
마파, 94, 166
아라, 93, 188
타마, 98, 198
파가, 78, 167
차파, 58, 169
사사, 52, 175
차파, 64, 189
바타, 89, 199
마가, 89, 197
카가, 86, 144
라라, 78, 179
사자, 88, 140
다나, 97, 171
가자, 87, 185
타마, 73, 153
아가, 59, 161
마다, 72, 185
차파, 94, 149
다아, 76, 197
카가, 40, 181
아바, 45, 169
자자, 44, 191
타라, 91, 166
나가, 58, 162
파바, 62, 172
마자, 91, 164
카나, 82, 152
사카, 57, 190
마나, 66, 158
자카, 98, 150
사라, 55, 196
라파, 58, 191
타나, 97, 192
사바, 98, 191
카아, 90, 160
바파, 53, 152
사다, 85, 197
라사, 66, 191
사사, 56, 194
나나, 55, 147
라바, 60, 181
마가, 93, 170
카라, 42, 164
사카, 50, 162
다라, 71, 178
하다, 48, 171
차하, 46, 176
자하, 69, 176
다사, 98, 175
타다, 79, 183
다아, 69, 173
바라, 59, 145
카파, 90, 162
카타, 63, 172
자아, 73, 170
다마, 72, 172
나파, 49, 158
하다, 67, 175
나차, 49, 144
타바, 86, 148
차가, 96, 149
가마, 49, 147
파사, 72, 165
마아, 86, 190
하마, 57, 187
나자, 99, 187
다사, 75, 156
나마, 83, 160
타나, 43, 156
사차, 86, 145
아바, 82, 184
파사, 66, 197
바카, 74, 181
카사, 93, 181
하사, 41, 144
가타, 90, 142
자바, 46, 164
하바, 94, 181
차차, 56, 148
카아, 69, 164
사하, 59, 151
자자, 64, 147
사마, 64, 170
차사, 48, 196
가차, 95, 182
마하, 41, 198
타카, 73, 159
차나, 51, 189
타파, 51, 174
다다, 97, 173
카카, 79, 171
다라, 76, 198
마하, 84, 190
아파, 98, 150
타아, 92, 194
카다, 77, 171
마사, 70, 191
나하, 51, 147
차다, 48, 195
자차, 82, 185
나파, 41, 196
사마, 83, 158
파마, 64, 168
하다, 40, 199
다바, 71, 151
아다, 48, 163
차카, 64, 170
사라, 68, 153
가라, 99, 191
하라, 94, 164
자카, 56, 141
바바, 86, 193
다자, 67, 170
하가, 67, 176
마다, 78, 179
가아, 64, 165
가바, 83, 149
나차, 52, 187
가바, 42, 168
파파, 73, 156
나바, 89, 141
자사, 90, 194
파가, 65, 155
사아, 66, 195
자마, 59, 150
다마, 52, 176
마아, 61, 170
마아, 95, 182
사차, 54, 172
차차, 82, 166
라다, 94, 143
아사, 83, 164
아마, 76, 180
가파, 53, 198
사아, 57, 188
타사, 48, 187
카나, 74, 176
사아, 46, 190
바아, 57, 144
사파, 50, 156
타자, 86, 163
자바, 47, 153
바나, 84, 145
사아, 73, 195
하카, 96, 165
자가, 58, 161
나바, 48, 154
가아, 98, 185
사파, 87, 159
사아, 44, 179
아타, 78, 140
라타, 57, 155
파나, 47, 191
카마, 91, 149
아사, 59, 173
다파, 76, 191
차가, 97, 191
자파, 86, 183
차차, 85, 165
나가, 41, 197
나카, 65, 180
가마, 62, 163
라가, 78, 172
마다, 57, 163
아차, 83, 187
하바, 64, 188
사다, 88, 153
사사, 40, 190
바아, 52, 184
나카, 99, 164
하가, 73, 146
다나, 98, 186
바바, 56, 177
타라, 65, 162
자바, 99, 153
사나, 87, 196
하다, 89, 177
마타, 62, 194
아하, 82, 195
차자, 79, 150
카다, 64, 156
바다, 46, 146
하사, 71, 188
사하, 46, 180
타파, 85, 198
카타, 46, 173
파카, 75, 148
마차, 94, 149
차차, 62, 185
다아, 68, 158
나바, 74, 179
나카, 87, 163
나마, 59, 180
라파, 75, 159
파마, 90, 153
타하, 53, 182
차차, 68, 192
파마, 83, 169
파자, 48, 166
다파, 62, 197
다마, 92, 196
바사, 74, 169
아마, 45, 188
나아, 78, 176
마나, 81, 174
사가, 86, 188
자바, 97, 184
마차, 78, 162
바나, 46, 180
아자, 72, 191
타하, 55, 150
나바, 54, 141
사카, 50, 148
마카, 68, 185
차가, 52, 172
가사, 51, 198
바카, 78, 153
사나, 42, 155
다가, 62, 190
카차, 69, 173
파카, 44, 181
아자, 92, 161
바하, 72, 153
바아, 86, 160
다가, 80, 173
카다, 68, 181
자마, 74, 198
다하, 55, 156
타다, 73, 140
차타, 93, 199
마다, 84, 182
다다, 57, 190
다가, 87, 161
나라, 80, 185
바차, 50, 149
나바, 74, 152
하자, 44, 172
카아, 67, 199
라다, 63, 146
라바, 49, 148
아타, 81, 170
라마, 93, 195
가다, 50, 186
타하, 87, 198
카자, 78, 179
타다, 78, 187
하마, 68, 170
바라, 95, 152
바차, 70, 146
마파, 59, 171
하하, 86, 157
아라, 99, 158
파차, 66, 156
바라, 75, 179
다마, 64, 153
사바, 54, 187
라아, 70, 175
나차, 81, 161
다마, 51, 148
타라, 90, 191
바하, 57, 162
자아, 82, 165
아파, 50, 197
바카, 81, 195
아타, 96, 181
다마, 47, 166
아바, 66, 141
자사, 45, 174
라차, 95, 165
다카, 87, 158
바마, 62, 166
사사, 87, 164
하라, 70, 166
타하, 86, 149
사라, 84, 167
마차, 65, 183
파바, 49, 166
라사, 58, 163
다카, 55, 181
다바, 54, 168
다사, 65, 173
타타, 59, 159
마마, 77, 193
나라, 73, 164
바하, 61, 146
하타, 88, 148
자하, 99, 172
차라, 41, 198
나나, 40, 148
바가, 73, 197
아파, 85, 159
바자, 89, 163
카아, 94, 184
가아, 72, 188
파하, 79, 182
하자, 42, 159
하마, 99, 199
바사, 55, 191
자파, 90, 141
파마, 99, 166
나차, 47, 188
카사, 56, 196
파나, 83, 163
사가, 98, 151
카아, 89, 171
다나, 74, 163
가사, 88, 188
카차, 98, 157
다자, 63, 150
다다, 71, 179
다하, 41, 148
하라, 61, 143
차사, 75, 174
라하, 75, 150
카하, 86, 162
바라, 44, 160
파마, 97, 141
가사, 74, 144
가타, 58, 193
나다, 52, 182
카가, 96, 152
파카, 64, 186
하파, 94, 184
나하, 96, 186
차사, 44, 193
아마, 44, 158
자카, 91, 197
라차, 89, 183
타바, 50, 189
타다, 52, 165
가파, 86, 186
아파, 43, 145
마나, 94, 160
타가, 84, 145
다아, 53, 168
바마, 60, 166
라하, 77, 194
사라, 64, 167
마카, 67, 181
